# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=4][T/m^n] polynom_a[n=6][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=8][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=10][T/m^n] polynom_a[n=13][T/m^n] 
+7.1000000000000000e+01 -1.9309795774323388e-02 +3.8172831350407498e-04 -8.8549327341201653e+00 -2.2266012591371204e+01 +2.5028964543238305e+05 -4.4785870779198164e+08 +5.9977500213365402e+09 +6.7308701481857458e+11 -4.3517181385171570e+13 -2.7310781447843785e+15 +2.9586844842630513e+20 
+7.1100000000000009e+01 -1.9252680098628905e-02 +3.3864527736583960e-04 -8.5968794799134667e+00 -1.9998477839030194e+01 +2.4760819827831723e+05 -4.4278327460775989e+08 +5.2780437582782612e+09 +6.1342749519779419e+11 -3.7611660917620852e+13 -2.4983231443469960e+15 +2.2755328775272844e+20 
+7.1200000000000003e+01 -1.9195415044097192e-02 +2.8011281802894233e-04 -8.3225956322608763e+00 -1.6949797708679942e+01 +2.4406235954627470e+05 -4.2071280213990867e+08 +4.3406564014873734e+09 +4.1315754137015491e+11 -3.0126019928462531e+13 -1.8455332418885520e+15 +1.4903745387381624e+20 
+7.1299999999999997e+01 -1.9137994564773633e-02 +2.0959904567740843e-04 -8.0357002659295453e+00 -1.3315727412702108e+01 +2.3984417070917008e+05 -3.8549696569367546e+08 +3.2461678265793939e+09 +1.0488286097062718e+11 -2.1527449089793215e+13 -8.7100118152805975e+14 +6.4383324958754324e+19 
+7.1400000000000006e+01 -1.9080412614698575e-02 +1.3057207075779109e-04 -7.7398124574455878e+00 -9.2920221739753099e+00 +2.3514567333798151e+05 -3.4098544248936063e+08 +2.0551579120628483e+09 -2.7879082310893042e+11 -1.2283139097849512e+13 +3.2698025013328044e+14 -2.2346720487472550e+19 
+7.1500000000000000e+01 -1.9022663147915557e-02 +4.6500004698990416e-05 -7.4385512822432149e+00 -5.0744372672843525e+00 +2.3015890894442060e+05 -2.9102790861693740e+08 +8.2820655498409033e+08 -7.0525779680791357e+11 -2.8602808157932661e+12 +1.6501182906961112e+15 -1.0709030137851712e+20 
+7.1600000000000009e+01 -1.8964740118468052e-02 -3.9149042470650173e-05 -7.1355358158696625e+00 -8.5872789491772794e-01 +2.2507591904777597e+05 -2.3947404031875479e+08 -3.7410637310916805e+08 -1.1419123448660718e+12 +6.2739351219741875e+12 +3.0001201745031145e+15 -1.8578504014971486e+20 
+7.1700000000000003e+01 -1.8906637480394901e-02 -1.2290696050808625e-04 -6.8343851352821980e+00 +3.1593507291034908e+00 +2.2008874524082404e+05 -1.9017351521671137e+08 -1.4912009965586927e+09 -1.5561487413166692e+12 +1.4652318044489303e+13 +4.2786931066388735e+15 -2.5436855868252167e+20 
+7.1799999999999997e+01 -1.8848349187744910e-02 -2.0130563769727970e-04 -6.5387183140751679e+00 +6.7840433170768462e+00 +2.1538942893119910e+05 -1.4697600734266573e+08 -2.4624974140652308e+09 -1.9153612886553340e+12 +2.1807677050699215e+13 +5.3875443711480690e+15 -3.0877847530810796e+20 
+7.1900000000000006e+01 -1.8789869194551910e-02 -2.7087696463573747e-04 -6.2521544311548816e+00 +9.8195946969341730e+00 +2.1117001182758887e+05 -1.1373119667546655e+08 -3.2274157644912081e+09 -2.1869442416124082e+12 +2.7272821599759871e+13 +6.2283811182828640e+15 -3.4495241391276641e+20 
+7.2000000000000000e+01 -1.8731191454863454e-02 -3.2815283040124002e-04 -5.9783125604397807e+00 +1.2070249621500468e+01 +2.0762253535104357e+05 -9.4288757443441883e+07 -3.7253761607017875e+09 -2.3382919015115435e+12 +3.0580560917500691e+13 +6.7029106296762710e+15 -3.5882799477675563e+20 
+7.2100000000000009e+01 -1.8672312970493148e-02 -3.7057108085488370e-04 -5.7197665117214802e+00 +1.3398612981349888e+01 +2.0488066263758979e+05 -9.1305484644451410e+07 -3.9155088924126291e+09 -2.3470239956121050e+12 +3.1420780518836770e+13 +6.7438643259031810e+15 -3.4786981626875956e+20 
+7.2200000000000003e+01 -1.8613242934344409e-02 -3.9919338877630444e-04 -5.4749090284368993e+00 +1.3900730216301135e+01 +2.0284454309510460e+05 -1.0266664433127990e+08 -3.8357849578133016e+09 -2.2316620538724614e+12 +3.0111671086436051e+13 +6.4080704655790070e+15 -3.1565038929590092e+20 
+7.2299999999999997e+01 -1.8553993587091727e-02 -4.1598738344609843e-04 -5.2410875880649996e+00 +1.3731006889754608e+01 +2.0135594773829475e+05 -1.2506462111929607e+08 -3.5438855267775164e+09 -2.0209530503622058e+12 +2.7128499544596113e+13 +5.7833814981767700e+15 -2.6726920209301609e+20 
+7.2400000000000006e+01 -1.8494577169414952e-02 -4.2292069433172148e-04 -5.0156496661233305e+00 +1.3043848577686717e+01 +2.0025664747006964e+05 -1.5519179741710407e+08 -3.0974917746461158e+09 -1.7436439768287505e+12 +2.2946532869606438e+13 +4.9576499225341180e+15 -2.0782574376007041e+20 
+7.2500000000000000e+01 -1.8435005921980035e-02 -4.2196095116312432e-04 -4.7959427429070649e+00 +1.1993660865593888e+01 +1.9938841345866400e+05 -1.8974056079904893e+08 -2.5542848786984286e+09 -1.4284817839809663e+12 +1.8041038051279793e+13 +4.0187281235169650e+15 -1.4241950352133245e+20 
+7.2600000000000009e+01 -1.8375292085468137e-02 -4.1507578210114735e-04 -4.5793142936513149e+00 +1.0734849261933403e+01 +1.9859301659602745e+05 -2.2540329351462671e+08 -1.9719459902829077e+09 -1.1042134645473018e+12 +1.2887281849499613e+13 +3.0544686021346560e+15 -7.6149967114742120e+19 
+7.2700000000000003e+01 -1.8315447900556715e-02 -4.0423281769369935e-04 -4.3631117946673523e+00 +9.4218193955898411e+00 +1.9771222782802512e+05 -2.5887237879315779e+08 -1.4081563025056467e+09 -7.9958600384989062e+11 +7.9605313979777930e+12 +2.1527238395892705e+15 -1.4116626025383123e+19 
+7.2799999999999997e+01 -1.8255485607916486e-02 -3.9139968654631048e-04 -4.1446827247709601e+00 +8.2089767958133777e+00 +1.9658781824576011e+05 -2.8684020277147079e+08 -9.2059697336525691e+08 -5.4334636365271228e+11 +3.7360535146276089e+12 +1.4013462506840418e+15 +3.8581033148818612e+19 
+7.2900000000000006e+01 -1.8195417448229310e-02 -3.7854401844766530e-04 -3.9213745586797590e+00 +7.2507270541041180e+00 +1.9506155870375183e+05 -3.0599914685700810e+08 -5.6694918326934731e+08 -3.6424154402767773e+11 +6.8911522008497400e+11 +8.8818835820669875e+14 +7.6843520649662071e+19 
+7.3000000000000000e+01 -1.8135255662161232e-02 -3.6763344260747348e-04 -3.6905347769085326e+00 +6.7014757310373820e+00 +1.9297522039016432e+05 -3.1304159911624616e+08 -4.0489410143285078e+08 -2.9101849115909778e+11 -7.0501656625665186e+11 +7.0110253313498875e+14 +9.5571348294962135e+19 
+7.3100000000000009e+01 -1.8075010909955114e-02 -3.6011325461839967e-04 -3.4503232652220848e+00 +6.6713355140461790e+00 +1.9021796180069970e+05 -3.0565239615213078e+08 -4.7468178375852871e+08 -3.4375273446466937e+11 -1.1529428555044495e+11 +9.0126166014372762e+14 +9.1210506802743296e+19 
+7.3200000000000003e+01 -1.8014687530095330e-02 -3.5533941601157505e-04 -3.2021495548321934e+00 +7.0932476204621526e+00 +1.8686849207438316e+05 -2.8548619698240143e+08 -7.4683784205631196e+08 -5.0783390722630957e+11 +2.2124522657027432e+12 +1.4431200328273530e+15 +6.6388901039163269e+19 
+7.3299999999999997e+01 -1.7954288280625383e-02 -3.5214555524260986e-04 -2.9482355885526395e+00 +7.8558604222341772e+00 +1.8305290801804766e+05 -2.5519011627737969e+08 -1.1744567849078379e+09 -7.5998016881347632e+11 +5.8881740224549570e+12 +2.2544522984323960e+15 +2.5279913314379948e+19 
+7.3400000000000006e+01 -1.7893815919594998e-02 -3.4936529934171155e-04 -2.6908033071521427e+00 +8.8478222181450210e+00 +1.7889730632924408e+05 -2.1741126663837653e+08 -1.7106330947501049e+09 -1.0769096946925651e+12 +1.0521821683055691e+13 +3.2630331481933940e+15 -2.7943070365901947e+19 
+7.3500000000000000e+01 -1.7833273205047556e-02 -3.4583227689068835e-04 -2.4320746534793631e+00 +9.9577813855141937e+00 +1.7452778381759330e+05 -1.7479676280680490e+08 -2.3084612816374283e+09 -1.4353406435554023e+12 +1.5723346194484996e+13 +4.3966372272170605e+15 -8.9106667850420503e+19 
+7.3600000000000009e+01 -1.7772662895024851e-02 -3.4038011546044653e-04 -2.1742715709049176e+00 +1.1074386252062606e+01 +1.7007043732089820e+05 -1.2999372006577487e+08 -2.9210358387174554e+09 -1.8119911698126506e+12 +2.1102698352941703e+13 +5.5830391687382980e+15 -1.5403749468084879e+20 
+7.3700000000000003e+01 -1.7711987747582009e-02 -3.3184244333892926e-04 -1.9196159983650016e+00 +1.2086285180638503e+01 +1.6565136343376400e+05 -8.5649248983603090e+07 -3.5014512712076974e+09 -2.1835794652948752e+12 +2.6269829062668836e+13 +6.7500137099567300e+15 -2.1856216806165070e+20 
+7.3799999999999997e+01 -1.7651250520756577e-02 -3.1905288832662776e-04 -1.6703298807571980e+00 +1.2882126509614126e+01 +1.6139665908125677e+05 -4.4410466576987296e+07 -4.0028020755756154e+09 -2.5268236704321958e+12 +3.0834689148490516e+13 +7.8253354448279750e+15 -2.7850730395014958e+20 
+7.3900000000000006e+01 -1.7590453972601765e-02 -3.0084507843006127e-04 -1.4286351574447025e+00 +1.3350558586713758e+01 +1.5743242087628492e+05 -8.9244837108768336e+06 -4.3781827514100714e+09 -2.8184419750075225e+12 +3.4407229463220395e+13 +8.7367791054714230e+15 -3.2969951873881021e+20 
+7.4000000000000000e+01 -1.7529600861155462e-02 -2.7605264134088805e-04 -1.1967537733139681e+00 +1.3380229745809450e+01 +1.5388474574554851e+05 +1.8161582540563609e+07 -4.5806877940233812e+09 -3.0351525188552549e+12 +3.6597400822519391e+13 +9.4121192839019620e+15 -3.6796542826994211e+20 
+7.4100000000000009e+01 -1.7468694251029673e-02 -2.4409133486761917e-04 -9.7645375413181246e-01 +1.2895517850466298e+01 +1.5085199632905677e+05 +3.4810428841361366e+07 -4.5771092603600273e+09 -3.1592442702555088e+12 +3.7125048728787961e+13 +9.7969862450292480e+15 -3.9018319974706427e+20 
+7.4200000000000003e+01 -1.7407738433057571e-02 -2.0670543582970141e-04 -7.6768747569063278e-01 +1.1963718821550831e+01 +1.4832159960965073e+05 +4.1423977510914721e+07 -4.3890294364953756e+09 -3.1952892764959971e+12 +3.6149597286194633e+13 +9.9084322885161400e+15 -3.9743720381409755e+20 
+7.4299999999999997e+01 -1.7346738004624527e-02 -1.6622135010826568e-04 -5.6995340221215107e-01 +1.0687858052518738e+01 +1.4625324870132189e+05 +3.9013956483453974e+07 -4.0517281487402401e+09 -3.1534303488016597e+12 +3.3940365089576848e+13 +9.7813652077507240e+15 -3.9186335936458372e+20 
+7.4400000000000006e+01 -1.7285697563126923e-02 -1.2496548427884093e-04 -3.8274999422216649e-01 +9.1709609779767849e+00 +1.4460663651725199e+05 +2.8592097542535957e+07 -3.6004852398712134e+09 -3.0438103286289209e+12 +3.0766670887125277e+13 +9.4506928793450740e+15 -3.7559758777587859e+20 
+7.4500000000000000e+01 -1.7224621705959724e-02 -8.5264244830636208e-05 -2.0557571266944219e-01 +7.5160530244849975e+00 +1.4334145599078111e+05 +1.1170132126689056e+07 -3.0705805486916595e+09 -2.8765720549760962e+12 +2.6897833388406578e+13 +8.9513231736917790e+15 -3.5077580976782252e+20 
+7.4600000000000009e+01 -1.7163515030511747e-02 -4.9444037681789373e-05 -3.7929020757031882e-02 +5.8261595910703212e+00 +1.4241740018556063e+05 -1.2240210934123741e+07 -2.4972939046875658e+09 -2.6618583456909717e+12 +2.2603171219956781e+13 +8.3181639015231500e+15 -3.1953394479004536e+20 
+7.4700000000000003e+01 -1.7102382134178109e-02 -1.9831269738172608e-05 +1.2069162064170763e-01 +4.2043061261640933e+00 +1.4179416203097231e+05 -4.0627200130496308e+07 -1.9159051545068913e+09 -2.4098120402910474e+12 +1.8152003162176902e+13 +7.5861229345717120e+15 -2.8400791466293320e+20 
+7.4799999999999997e+01 -1.7041227614347204e-02 +1.2476531456168603e-06 +2.7078774826158936e-01 +2.7535180258935417e+00 +1.4143143459016184e+05 -7.2979106564427167e+07 -1.3616941268670220e+09 -2.1305759575197859e+12 +1.3813647835550775e+13 +6.7901080868324800e+15 -2.4633363876270650e+20 
+7.4900000000000006e+01 -1.6980056068415874e-02 +1.1466324699797499e-05 +4.1286090170644568e-01 +1.5768207060136379e+00 +1.4128891077082418e+05 -1.0828419837402317e+08 -8.6994065676898086e+08 -1.8342929392696887e+12 +9.8574239152642168e+12 +5.9650272357032150e+15 -2.0864703727165240e+20 
+7.5000000000000000e+01 -1.6918872093772932e-02 +8.4983381701732748e-06 +5.4741261790830309e-01 +7.7723960756944244e-01 +1.4132628362319269e+05 -1.4553074638364318e+08 -4.7592458843270922e+08 -1.5311058066423738e+12 +6.5526501604887383e+12 +5.1457882020507230e+15 -1.7308403169661393e+20 
+7.5100000000000009e+01 -1.6857681452046205e-02 -9.0770707595274061e-06 +6.7515686189163104e-01 +4.3068182995328380e-01 +1.4149988528945361e+05 -1.8376445353856540e+08 -2.0790021806119001e+08 -1.2297879968314412e+12 +4.1235183833094492e+12 +4.3609642046197345e+15 -1.4173094164159991e+20 
+7.5200000000000003e+01 -1.6796494561770712e-02 -3.9058101292412112e-05 +7.9765729439864475e-01 +5.0458133307588149e-01 +1.4175260519116445e+05 -2.2226076883564445e+08 -6.6019727110147722e+07 -9.3363527283980225e+11 +2.6137132977439082e+12 +3.6137896709084510e+15 -1.1647568969233447e+20 
+7.5299999999999997e+01 -1.6735323005725469e-02 -7.8337310423302195e-05 +9.1669000606925100e-01 +9.3925374894419633e-01 +1.4202397173568158e+05 -2.6035257123422956e+08 -4.3409754670176461e+07 -6.4457403148628723e+11 +2.0217927238464993e+12 +2.9011644768003160e+15 -9.9156597403055112e+19 
+7.5400000000000006e+01 -1.6674178366680507e-02 -1.2380725623239983e-04 +1.0340310845249912e+00 +1.6750147616843309e+00 +1.4225351349762263e+05 -2.9737274295577675e+08 -1.3319695695748626e+08 -3.6453064360340894e+11 +2.3463146324083887e+12 +2.2199884258030220e+15 -9.1611988590344323e+19 
+7.5500000000000000e+01 -1.6613072227407301e-02 -1.7236049551798622e-04 +1.1514566176399958e+00 +2.6521799923321558e+00 +1.4238075904273341e+05 -3.3265416610659587e+08 -3.2850796902041680e+08 -9.5431480637413055e+10 +3.5858368069420864e+12 +1.5671613225345020e+15 -9.5680184242616238e+19 
+7.5600000000000009e+01 -1.6552016170681454e-02 -2.2088958535293910e-04 +1.2707426949170855e+00 +3.8110650752030759e+00 +1.4234523684240790e+05 -3.6552972091406369e+08 -6.2246943006022370e+08 +1.6079707081966638e+11 +5.7389170664842119e+12 +9.3958301411184025e+14 -1.1319950585460960e+20 
+7.5700000000000003e+01 -1.6491021779277408e-02 -2.6628708388063175e-04 +1.3936654054808670e+00 +5.0919856989249421e+00 +1.4208647538601968e+05 -3.9533228790478033e+08 -1.0082079984866419e+09 +4.0222862622780261e+11 +8.8041134034308301e+12 +3.3415334267916231e+14 -1.4600827761940323e+20 
+7.5799999999999997e+01 -1.6430100635963171e-02 -3.0544554779338270e-04 +1.5220008359997255e+00 +6.4352574779655356e+00 +1.4154400330890642e+05 -4.2139475058789098e+08 -1.4788503064416511e+09 +6.2693682560693433e+11 +1.2779983573255207e+13 -2.5222791973045366e+14 -1.9594482004803771e+20 
+7.5900000000000006e+01 -1.6369264323516031e-02 -3.3525753475068562e-04 +1.6575250766768492e+00 +7.7811960776393860e+00 +1.4065734903787749e+05 -4.4304998823674178e+08 -2.0275230044769068e+09 +8.3299527425226428e+11 +1.7665085498389746e+13 -8.2266090229120600e+14 -2.6484745626426140e+20 
+7.6000000000000000e+01 -1.6308524424704950e-02 -3.5261560205846165e-04 +1.8020142144774163e+00 +9.0701171423866693e+00 +1.3936604119181787e+05 -4.5963088403472888e+08 -2.6473527349689894e+09 +1.0184776095463749e+12 +2.3457977025776348e+13 -1.3802458255175760e+15 -3.5455450818453058e+20 
+7.6100000000000009e+01 -1.6247889985558699e-02 -3.5526984133081840e-04 +1.9565883300097726e+00 +1.0247260222798218e+01 +1.3763110497455232e+05 -4.7067732920820582e+08 -3.3267518466356654e+09 +1.1817623257137476e+12 +3.0092613051077438e+13 -1.9257945728292510e+15 -4.6529854316145672e+20 
+7.6200000000000003e+01 -1.6187359905123364e-02 -3.4440048136864901e-04 +2.1197434681520093e+00 +1.1277560477086572e+01 +1.3549955258109351e+05 -4.7655726086050034e+08 -4.0352755031311936e+09 +1.3224474590944246e+12 +3.7244536560371898e+13 -2.4509660103264660e+15 -5.9088910846221038e+20 
+7.6299999999999997e+01 -1.6126930545693023e-02 -3.2204528509202212e-04 +2.2893196634069635e+00 +1.2130876958325356e+01 +1.3303989301514885e+05 -4.7784562851965141e+08 -4.7377645700872297e+09 +1.4404359378939114e+12 +4.4524687548491719e+13 -2.9451307648305560e+15 -7.2352999616007556e+20 
+7.6400000000000006e+01 -1.6066598269567599e-02 -2.9024201554659349e-04 +2.4631569519805625e+00 +1.2777068725904385e+01 +1.3032063519288413e+05 -4.7511738008504492e+08 -5.3990599153215170e+09 +1.5356306777609802e+12 +5.1544006029792023e+13 -3.3976594290228120e+15 -8.5542499862664354e+20 
+7.6500000000000000e+01 -1.6006359439040635e-02 -2.5102843632940185e-04 +2.6390953680868612e+00 +1.3185994865117729e+01 +1.2741028813616165e+05 -4.6894746546323413e+08 -5.9840024149653530e+09 +1.6079346100453787e+12 +5.7913432091279664e+13 -3.7979226387371640e+15 -9.7877790931311120e+20 
+7.6600000000000009e+01 -1.5946210416411682e-02 -2.0644231043215084e-04 +2.8149749478430541e+00 +1.3327514433454438e+01 +1.2437736076647583e+05 -4.5991083267023408e+08 -6.4574329364619389e+09 +1.6572506514205667e+12 +6.3243905744693688e+13 -4.1352909897397295e+15 -1.0857925205661619e+21 
+7.6700000000000003e+01 -1.5886147563983325e-02 -1.5852140040803031e-04 +2.9886357283920821e+00 +1.3171486465463591e+01 +1.2129036194735278e+05 -4.4858242857127929e+08 -6.7841923390155878e+09 +1.6834817092554238e+12 +6.7146366927304227e+13 -4.3991350515603105e+15 -1.1686726235733831e+21 
+7.6800000000000011e+01 -1.5826167244045244e-02 -1.0930346971968821e-04 +3.1579177426583493e+00 +1.2687770039700204e+01 +1.1821780077166279e+05 -4.3553720445086610e+08 -6.9291214963919916e+09 +1.6865307258368042e+12 +6.9231755704849797e+13 -4.5788254904143820e+15 -1.2196220114574112e+21 
+7.6900000000000006e+01 -1.5766265818898974e-02 -6.0826281093739393e-05 +3.3206610274125081e+00 +1.1846224200121956e+01 +1.1522818612400624e+05 -4.2135010759320325e+08 -6.8570612713267813e+09 +1.6663006119271365e+12 +6.9111012046938172e+13 -4.6637328854179800e+15 -1.2308444759179235e+21 
+7.7000000000000000e+01 -1.5706439650839007e-02 -1.5127598249858989e-05 +3.4747056170873543e+00 +1.0616708038949520e+01 +1.1239002701792448e+05 -4.0659608779174185e+08 -6.5328525425535250e+09 +1.6226942982552258e+12 +6.6395076064299891e+13 -4.6432278712613760e+15 -1.1945438107786478e+21 
+7.7100000000000009e+01 -1.5646686501613861e-02 +2.6040868202300950e-05 +3.6184393220726219e+00 +8.9937161917493036e+00 +1.0975605095143308e+05 -3.9176050923905748e+08 -5.9380597402322989e+09 +1.5562457020944392e+12 +6.0868874020148961e+13 -4.5114027050698750e+15 -1.1061612228266986e+21 
+7.7200000000000003e+01 -1.5587009730732682e-02 +6.2071615440090298e-05 +3.7524410374596884e+00 +7.0702856961872742e+00 +1.0731586043399753e+05 -3.7697041486630875e+08 -5.1211415767324343e+09 +1.4700128565949307e+12 +5.3013277463795234e+13 -4.2812366091799815e+15 -9.7408758089930729e+20 
+7.7300000000000011e+01 -1.5527414097162620e-02 +9.2643192387032182e-05 +3.8778374355550507e+00 +4.9640892002322117e+00 +1.0504327639462908e+05 -3.6226326080841327e+08 -4.1472803383783665e+09 +1.3676847723640229e+12 +4.3483144296754750e+13 -3.9704304040072720e+15 -8.0995116982434831e+20 
+7.7400000000000006e+01 -1.5467904359864521e-02 +1.1743414787570230e-04 +3.9957551865428940e+00 +2.7927993571182630e+00 +1.0291211987725463e+05 -3.4767650539528078e+08 -3.0816583135748711e+09 +1.2529504771911021e+12 +3.2933332439873586e+13 -3.5966849571282840e+15 -6.2538027474189799e+20 
+7.7500000000000000e+01 -1.5408485277801812e-02 +1.3612303146093321e-04 +4.1073209614966180e+00 +6.7408878424353857e-01 +1.0089621187716140e+05 -3.3324760602259523e+08 -1.9894577784525018e+09 +1.1294989915290542e+12 +2.2018699704418816e+13 -3.1777011159436115e+15 -4.3200317911309019e+20 
+7.7600000000000009e+01 -1.5349161609937484e-02 +1.4838839222435022e-04 +4.2136614313203768e+00 -1.2743698795792615e+00 +9.8969373401194767e+04 -3.1901402034757805e+08 -9.3586101574984181e+08 +1.0010193381454075e+12 +1.1394103958778521e+13 -2.7311797348173180e+15 -2.4144816723589372e+20 
+7.7700000000000003e+01 -1.5289938115227730e-02 +1.5390877929841301e-04 +4.3159032647083295e+00 -2.9349039945174038e+00 +9.7105425572793989e+04 -3.0501320820864379e+08 +1.3949690255347034e+07 +8.7120055659921912e+11 +1.7144030880535154e+12 -2.2748217135823055e+15 -6.5343523724093391e+19 
+7.7800000000000011e+01 -1.5230819552641673e-02 +1.5236274118979516e-04 +4.4151731345785556e+00 -4.1898408918427128e+00 +9.5278189288526046e+04 -2.9128262512565905e+08 +7.9479204605674934e+08 +7.4373165269432849e+11 -6.3655449418623398e+12 -1.8263278594685910e+15 +8.4682465601664860e+19 
+7.7900000000000006e+01 -1.5171810681136837e-02 +1.4342882782091527e-04 +4.5125977100124111e+00 -4.9215079737888701e+00 +9.3461485653780794e+04 -2.7785973063904059e+08 +1.3414837827563732e+09 +6.2230166395790222e+11 -1.2190882385592105e+13 -1.4033990674122198e+15 +1.9700151831710912e+20 
+7.8000000000000000e+01 -1.5112916259677936e-02 +1.2678558823710063e-04 +4.6093036625733941e+00 -5.0122325981524485e+00 +9.1629135634978273e+04 -2.6478198155856404e+08 +1.5888426159208562e+09 +5.1059960604086829e+11 -1.5106751358306033e+13 -1.0237361711522225e+15 +2.5998534984627805e+20 
+7.8100000000000009e+01 -1.5054140918775183e-02 +1.0247444005231361e-04 +4.7061340240377811e+00 -4.3882243659482727e+00 +8.9763126234579904e+04 -2.5211942483998027e+08 +1.4933701669032898e+09 +4.1177003796864331e+11 -1.4671016755909754e+13 -7.0173578264494388e+14 +2.6565448286502778e+20 
+7.8200000000000003e+01 -1.4995488775141234e-02 +7.1988278546046759e-05 +4.8027972748521943e+00 -3.1512220286575294e+00 +8.7878108135501112e+04 -2.4007245858362317e+08 +1.0983037443051071e+09 +3.2677961481088940e+11 -1.1292435178071711e+13 -4.3857740627317088e+14 +2.2062467813336164e+20 
+7.8300000000000011e+01 -1.4936963817040828e-02 +3.7182867832945660e-05 +4.8987182580018658e+00 -1.4468465933027124e+00 +8.5996897925503334e+04 -2.2887406844754574e+08 +4.6856456659661627e+08 +2.5605051422437668e+11 -5.5924860416432705e+12 -2.3213626638806538e+14 +1.3516050422607597e+20 
+7.8400000000000006e+01 -1.4878570032739381e-02 -8.6028309224565220e-08 +4.9933218165752118e+00 +5.7928094715892187e-01 +8.4142312189641743e+04 -2.1875724007473758e+08 -3.3092615187160838e+08 +2.0000491395811774e+11 +1.8073512719112041e+12 -8.0287588037314672e+13 +1.9526529199406817e+19 
+7.8500000000000000e+01 -1.4820311410490693e-02 -3.7962645152115833e-05 +5.0860327898979829e+00 +2.7815395542174977e+00 +8.2337167716114462e+04 -2.0995496299689025e+08 -1.2352471814851391e+09 +1.5906502230878326e+11 +1.0285597245351041e+13 +1.9093319568987570e+13 -1.1601267681547520e+20 
+7.8600000000000009e+01 -1.4762191938565596e-02 -7.4591219829225384e-05 +5.1762760229651610e+00 +5.0143082828243442e+00 +8.0604280983155797e+04 -2.0270022076414028e+08 -2.1794773251522183e+09 +1.3365300031776588e+11 +1.9220772653344141e+13 +6.8131277964112922e+13 -2.6119254819543099e+20 
+7.8700000000000003e+01 -1.4704215605225043e-02 -1.0811598773893440e-04 +5.2634763574728707e+00 +7.1319660995621810e+00 +7.8966468649406466e+04 -1.9722600040764442e+08 -3.0986953547231793e+09 +1.2419103652145444e+11 +2.7991397991175789e+13 +6.8951032627055719e+13 -4.0574851499160142e+20 
+7.8800000000000011e+01 -1.4646386398732116e-02 -1.3668118448533731e-04 +5.3470586358807886e+00 +8.9888919818046560e+00 +7.7446547330222558e+04 -1.9376528810263163e+08 -3.9279800459026361e+09 +1.3110131257344077e+11 +3.5975993789013023e+13 +2.3677348336860145e+13 -5.3941600780083521e+20 
+7.8900000000000006e+01 -1.4588708307349253e-02 -1.5843104664913931e-04 +5.4264477003121563e+00 +1.0439464957331525e+01 +7.6067333662318561e+04 -1.9255107047358948e+08 -4.6024101923360443e+09 +1.5480601388617767e+11 +4.2553080738804375e+13 -6.5565020964898094e+13 -6.5193045972991725e+20 
+7.9000000000000000e+01 -1.4531185319343953e-02 -1.7150980983671844e-04 +5.5010683946963237e+00 +1.1338064002578184e+01 +7.4851644181583280e+04 -1.9381633217767432e+08 -5.0570645690539360e+09 +1.9572731022067679e+11 +4.7101179363732773e+13 -1.9665127782181409e+14 -7.3302730124778104e+20 
+7.9100000000000009e+01 -1.4473820699846809e-02 -1.7465791752652198e-04 +5.5705498519648486e+00 +1.1580912996364070e+01 +7.3813007589136716e+04 -1.9766038159000859e+08 -5.2443513137024355e+09 +2.5353937696454001e+11 +4.9161632386715867e+13 -3.6612425686578219e+14 -7.7504894895391179e+20 
+7.9200000000000003e+01 -1.4416614821517083e-02 -1.6900064045084070e-04 +5.6353383869743059e+00 +1.1231615202626132e+01 +7.2927799819821885e+04 -2.0364779428827691e+08 -5.1859959324769564e+09 +3.2492419267259937e+11 +4.8927070585252781e+13 -5.6519671261175188e+14 -7.8076575229475855e+20 
+7.9300000000000011e+01 -1.4359567333886243e-02 -1.5625945676553727e-04 +5.6960846068469433e+00 +1.0395618762048541e+01 +7.2163108789271544e+04 -2.1120946593639827e+08 -4.9210532843554478e+09 +4.0581571244141144e+11 +4.6752946846160281e+13 -7.8374895039834238e+14 -7.5555504540810333e+20 
+7.9400000000000006e+01 -1.4302677886473205e-02 -1.3815584500698633e-04 +5.7534391142854764e+00 +9.1783718367284095e+00 +7.1486022662364558e+04 -2.1977629711075231e+08 -4.4885782364028540e+09 +4.9214793077839044e+11 +4.2994714130316539e+13 -1.0116613858870844e+15 -7.0479416360466986e+20 
+7.9500000000000000e+01 -1.4245946128817204e-02 -1.1641128322568296e-04 +5.8080525189699603e+00 +7.6853225643064604e+00 +7.0863629215810899e+04 -2.2877918080287021e+08 -3.9276256472621965e+09 +5.7985478169846851e+11 +3.8007825323376312e+13 -1.2388142661237478e+15 -6.3386044104234159e+20 
+7.9600000000000009e+01 -1.4189371710437278e-02 -9.2747249651443586e-05 +5.8605754236755265e+00 +6.0219190886313250e+00 +7.0263016610358856e+04 -2.3764901751043239e+08 -3.2772503766756058e+09 +6.6487025910347742e+11 +3.2147733317968949e+13 -1.4550880051426185e+15 -5.4813121192552982e+20 
